timestamp,user,message
Tue Apr 07 00:49:14 PDT 2009,7_7,/really/ need to clean the sensor in my SLR. As it is I will be doing spot removal from several hundred pictures
Tue Apr 07 00:49:18 PDT 2009,cutthetension,Woken up by someone hammering &gt;&lt; they have stopped now and I can't get back to sleep
Tue Apr 07 00:49:22 PDT 2009,Scottfoshawdj,has a hangover
Tue Apr 07 00:49:23 PDT 2009,jmroskell,Is stuck in traffic
Tue Apr 07 00:49:30 PDT 2009,Rhiand92,"@_elliee haha yeah, i thought it would be much more complicated :') and well ive just got home from school, we've not got holidays  x"
Tue Apr 07 00:49:32 PDT 2009,griffybabyyyy,i think i have tonsillitis
Tue Apr 07 00:49:44 PDT 2009,xdokkenx,@mileycyrus I would too if it meant spending a day in heaven w/my mom and getting to see her again.
Tue Apr 07 00:49:45 PDT 2009,pjakobs,"@FoxWhisperer clean, but it resulted in the soft top beaing soaked wet, so I couldn,t open it  should be dry now"
Tue Apr 07 00:49:46 PDT 2009,nevvty,#mhbigcatch 8oz Golem  But finally got a Wight - 3oz
Tue Apr 07 00:49:53 PDT 2009,UnmistakableRFC,"@nick_carter Time for Warcraft yes, but for a simple game of a group of fans no  Just let us know if u figure it out, you want the prize?"
Tue Apr 07 00:50:00 PDT 2009,justinezeisman,@yopatrizzle Not sure to tell u the truth  it's been so long since I've seen him but ask Sumo's daddy @PAULSKRATCH he has full custody lol
Tue Apr 07 00:50:08 PDT 2009,Lulabelli,Really wish I could see Eddie Izzard on tour  Damn the stupid expensive tickets!!! CAKE OR DEATH?!!!
Tue Apr 07 00:50:17 PDT 2009,jpcajas,I can't sleep I'm stressing out  JPC &lt;3
Tue Apr 07 00:50:25 PDT 2009,LeahEarnshaw,"think im an insomniac, i just cant sleep..    birthday in 5 days... oh yay. ~_~"
Tue Apr 07 00:50:28 PDT 2009,euthanAJA,*cough*cough*cough* that's all I seem to do right now
Tue Apr 07 00:50:32 PDT 2009,ignati,@Kal_Penn most confusing hour of my life.
Tue Apr 07 00:50:35 PDT 2009,madhu_bhishma,Another long and slow day ahead ... *sigh!*
Tue Apr 07 00:50:37 PDT 2009,courtybourty,@islandnene83 well you didnt even consult me to see what my plans were. maybe they changed...and they did. so thanks.
Tue Apr 07 00:50:37 PDT 2009,theapple,dang! i'm lazy  i've begun three short stories in the last three weeks... and never finished anything. will. have. more. focus.
Tue Apr 07 00:50:40 PDT 2009,one_four_three,"@LOSTmeself ;; uh.. february something, haha!  imy!"
Tue Apr 07 00:50:59 PDT 2009,Cioot,@MizzChievouz am sorry to say but it is still in the air
Tue Apr 07 00:51:23 PDT 2009,kibbum,holy shindigs.  thats HOT.
Tue Apr 07 00:51:25 PDT 2009,Squishtof,is thinking he's going to have to reinstall WoW as it simply refuses to update to 3.1.0  irritating times  It'll take forever
Tue Apr 07 00:51:30 PDT 2009,nettyp,Okie dokie my tweoples its been a long day and I have to be in the city by 10 am BOOOOOOOOOOOO  Good night my lovelies &lt;3
Tue Apr 07 00:51:33 PDT 2009,Ronamurder,hoping I can fall asleep after watching Knowing.  Definitely wasn't National Treasure
Tue Apr 07 00:51:37 PDT 2009,Suspiremedia,I think my email / domain is being blocked by  Akismet
Tue Apr 07 00:51:41 PDT 2009,vivavar,Blip.fm is undergoing maintenance.  http://blip.fm/
Tue Apr 07 00:51:45 PDT 2009,nrotschafer,@yayfuckbuddies haha I would but you won't
Tue Apr 07 00:51:46 PDT 2009,beccoombsdean,"Why is it that anytime that I plan what do, I get sick and all the plans go out the window."
Tue Apr 07 00:51:47 PDT 2009,zbrass,@rodrigo very grey morning
Tue Apr 07 00:51:49 PDT 2009,MJtwitchat,feeling ill and sorry for myself
Tue Apr 07 00:51:51 PDT 2009,maraem,o have too much on my mind and is trying to write it all down so maybe i can get some sleep before class...it's not really working
Tue Apr 07 00:51:52 PDT 2009,chrismehigan,@cufa Getting lots of dentist time myself at the moment. Very stressfull and sore  take it nice and easy for the rest of the day!
Tue Apr 07 00:51:57 PDT 2009,stu_thom,Coke Zero mobile site broken... on iPhone anyway...   http://twitpic.com/2y5xp
Tue Apr 07 00:52:07 PDT 2009,ria_awesome,"&quot;Bruce Springsteen embarks on world tour.&quot; Apparently, Oz is on some other, unworldly planet"
Tue Apr 07 00:52:07 PDT 2009,TattooedGumball,Today I got2do shopping 4easter! &lt;3 Malachi xx owww I'm so sore too 2day
Tue Apr 07 00:52:07 PDT 2009,3lla,Being grumpy. Abu Dhabi is so boring. There really is nothing to photograph and no one to go with
Tue Apr 07 00:52:17 PDT 2009,rsmarsha,"@kel_marshall tell me about it, had some mortgage quotes last sat. Going to be skint for the next 30 years."
Tue Apr 07 00:52:21 PDT 2009,djsiddall,is hoping the posty delivers my pink tickets
Tue Apr 07 00:52:26 PDT 2009,Jillian268,@rustyrockets do I sense a blog coming on?  Too bad I have to leave in like 10 mins   xxx
Tue Apr 07 00:52:28 PDT 2009,geeneeyes,The house is one big mess. Everything is crammed in my bedroom while they do up the other rooms
Tue Apr 07 00:52:30 PDT 2009,chrissnelling,Not liking being back at work this morning
Tue Apr 07 00:52:34 PDT 2009,unicorngirl,"Argh, opened my crisps upside down.  I hate that."
Tue Apr 07 00:52:32 PDT 2009,AdeleMeichan,Feeling really really ill
Tue Apr 07 00:52:36 PDT 2009,cole007,Blazing row with boy. Tantrums all round. Missed train and now standing on platform feeling guilty
Tue Apr 07 00:52:46 PDT 2009,Hazelia,Don't have any hot water....
Tue Apr 07 00:52:47 PDT 2009,Didix2,@eNiBeNi lol im sorry! love ya! stupid dating coach that makes me feel self-conscious about my hair
Tue Apr 07 00:53:01 PDT 2009,DenzelBurks,@joenoia wass up lovely i anit show you no love yet...
Tue Apr 07 00:53:01 PDT 2009,briiiiiiian,"Worst dream ever, and not my usual nightmare either. The worst part is its probably gonna come true"
Tue Apr 07 00:53:20 PDT 2009,Jurg3ns,pfff i want to go back to bed i feel horrible today
Tue Apr 07 00:53:20 PDT 2009,arisan,I also want Easter Break / P�sklov!
Tue Apr 07 00:53:26 PDT 2009,B20boy,can't sleep and dunno why!
Tue Apr 07 00:53:35 PDT 2009,ryezak,Biking is hard ya'll
Tue Apr 07 00:53:48 PDT 2009,tashhhhhhh,@dougiemcfly morning  i'm really upset  my rabbit ran away last night  and the postman woke me up early  reply? ilu x.
Tue Apr 07 00:54:02 PDT 2009,CharlT88,off to the drs its too early
Tue Apr 07 00:54:07 PDT 2009,Phib3r_0ptik,man my internet is slow atm
Tue Apr 07 00:54:36 PDT 2009,giny21,is looking at the gray sky. The sun has been stolen again
Tue Apr 07 00:54:43 PDT 2009,hepi,has a very painful shoulder this morning
Tue Apr 07 00:54:46 PDT 2009,JustMTB,4.52 am ... I'm 2 tired 2 think!!!!... Peace out!!!!... M... 5564583833755523.... 811...
Tue Apr 07 00:54:50 PDT 2009,divasoria,i will say it out loud - i miss you a-hole and your answers to my iPhone questions. now who will help me upgrade to 3.0?
Tue Apr 07 00:54:50 PDT 2009,TimbreWithLove,"My heart is abused with so many hurtful lies, and truths. I hate being sappy about these kind of things. I hate it"
Tue Apr 07 00:54:51 PDT 2009,richstokes,so. fucking. bored. of. work
Tue Apr 07 00:54:56 PDT 2009,sethjeffery,Landed funny on my foot this morning while jumping down the stairs and I twisted it. Quite sore now..
Tue Apr 07 00:55:02 PDT 2009,cheeseyy,in a taxi on the way to get pizza. bad traffic and headache. worst.
Tue Apr 07 00:55:05 PDT 2009,mattsantucci,"@XombieXS Of course. What aren't they remaking?    At least with Haley, I have a bit of hope."
Tue Apr 07 00:55:07 PDT 2009,nicolestjohn,I had a migraine and now I can't sleep. boo
Tue Apr 07 00:55:12 PDT 2009,sobayaki,"For some reason, I have a strong urge to draw illustrations for novel covers."
Tue Apr 07 00:55:18 PDT 2009,mercuryspectra,"Prodigy were ace last night! Only managed a few hours sleep last night, not feeling myself today        Have a cool day guys."
Tue Apr 07 00:55:20 PDT 2009,JordH09,has realised that this time it might actually be final
Tue Apr 07 00:55:23 PDT 2009,superne,having a horrible headache day and nose bleeding...awful feeling
Tue Apr 07 00:55:25 PDT 2009,stripeboy,"just found that if I use Windows 7 to browse twitter.com, the firewall software will automatically turns off, and the PC hangs."
Tue Apr 07 00:55:26 PDT 2009,guydavies,Back to work with a bump!  The long weekend is definitely over
Tue Apr 07 00:55:30 PDT 2009,SleepyGeek,"Curses, my yoghurt exploded in my bag on the way to work. Now everything smells like toffee"
Tue Apr 07 00:55:46 PDT 2009,TimbreWithLove,"My heart is abused with so many hurtful lies and truths. I hate being sappy about these kind of things. I hate it  Gold for syf, k?"
Tue Apr 07 00:55:48 PDT 2009,Mel_xXx,"ias awake, but has to go into school today"
Tue Apr 07 00:56:00 PDT 2009,Augustina22CA,"im lonely  keep me company! 22 female, california"
Tue Apr 07 00:56:01 PDT 2009,wilsonlim,in Genting now! But I now at gohtong jaya using com...
Tue Apr 07 00:56:01 PDT 2009,lleeann,@vishal_ud yeah got no choice.. 5am not to study.. 5 am to reach class on time for the paper   hows eco treating you?
Tue Apr 07 00:56:03 PDT 2009,abhian,@SLotH13 isliye call nahi kiya baad me..thinking ki ab to tu movie dekh raha hoga
Tue Apr 07 00:56:04 PDT 2009,zuziazuziulka,gloomy weather...again
Tue Apr 07 00:56:15 PDT 2009,whitejediguy,*sigh... gonna take a while to find all the files  argh
Tue Apr 07 00:56:33 PDT 2009,CareyMetcalfe,is sad that the march break is over
Tue Apr 07 00:56:41 PDT 2009,XFearLessX,@mileycyrus AWWW u seriously have the cutest dog Miley! Sorry your not with her now  Hope u get some sleep! xoxo
Tue Apr 07 00:56:39 PDT 2009,smithcdau,"QR + Veolia FAIL! Translink, the buses and trains don't align, so the early train is just as late as the  bus one hour later"
Tue Apr 07 00:56:55 PDT 2009,jess22t,@crackcouture wow! that sounds fun! nah just going to melbourne for a couple of days unfortunately
Tue Apr 07 00:56:56 PDT 2009,hancohen,has tonsilitis on my birthday
Tue Apr 07 00:57:02 PDT 2009,egg104,@jeffkang greeeeat but now i ate all my hard work away
Tue Apr 07 00:57:03 PDT 2009,andrewspeck1101,@EllenDeG ellen......... Do my messages not get to you.......  if you didn't notice i'm sad. I try so hard to communicate wif u
Tue Apr 07 00:57:13 PDT 2009,SweetThing109,"Observe &amp; Report was premiering at the Chinese Theater I was driving by slowly but only saw the reporters &amp; red carpet, no stars"
Tue Apr 07 00:57:13 PDT 2009,katkathir,Tried with smsjunction.com.. but got ODBC Driver errors.
Tue Apr 07 00:57:14 PDT 2009,nxomega,@Ch0en huh?? Like what?? I didnt know?
Tue Apr 07 00:57:15 PDT 2009,barbsrad,"I had plans today, and now I'm scared of you know, moving, for fear of teh boke  fml."
Tue Apr 07 00:57:17 PDT 2009,felloff,Just heard Eminem's new single. It's official. He fell off. : Just heard Eminem's new single. It's official. He fell off.
Tue Apr 07 00:57:24 PDT 2009,zen_habits,A bit under the weather the last coupla days -- workouts have been low in energy.
Tue Apr 07 00:57:26 PDT 2009,ariasink,It's a nice day for once and Chibi and I are stuck at home waiting for a parcel
Tue Apr 07 00:57:26 PDT 2009,npfanzine,@OfficialRandL where's the update? or have i missed something
Tue Apr 07 00:57:28 PDT 2009,dorkusmalorkus,@ellisonrox awwww  but she will be on tomorrow @ 4. i will still watch her show even though you guys persecute me. are you far away?
Tue Apr 07 00:57:42 PDT 2009,amberrrrr93,its the holidays and i still bloody insist on waking up at school times
Tue Apr 07 00:57:48 PDT 2009,Phylop,"Finger hurts, can't sleep even after my vicoden &amp; alcohol combo..."
Tue Apr 07 00:58:01 PDT 2009,indiegirl175,"i fell tired, i want to sleep, but im almost done with some work, and i need to go to the bathroom"
Tue Apr 07 00:58:01 PDT 2009,Fentoozler66,is missing her roo and totally ready to be over this stupid sickness....arghhh
Tue Apr 07 00:58:01 PDT 2009,elfinamsterdam,@icedcoffee they end up back as read only ... and still the error persists. I cant add anything to the library now   so cant update my ...
Tue Apr 07 00:58:03 PDT 2009,Seattle_Dude,@DelicatelyReal  I feel your pain
Tue Apr 07 00:58:04 PDT 2009,marand313,I NEED to post a video!!!!  But I'm stuck...
Tue Apr 07 00:58:04 PDT 2009,janakatarina,@nixpineda I miss youuu.
Tue Apr 07 00:58:12 PDT 2009,Oli_li,penalty scored at Tynecastle. Still got beat though!
Tue Apr 07 00:58:13 PDT 2009,steve228uk,"@duncn Revision, again.  Oh, and morning @itscammy!"
Tue Apr 07 00:58:20 PDT 2009,darthhamster,Nobody likes Leatherhead.
Tue Apr 07 00:58:25 PDT 2009,mrcelebrity,okay bbs &lt;3 does anyone know where i can get info on how night clubs in L.A. cost? i wanna rent one out next year please  I'll invite yall
Tue Apr 07 00:58:26 PDT 2009,kristinafloyd,has got combined ear and toothache and wants to rip her face off.  *stamps foot*
Tue Apr 07 00:58:26 PDT 2009,ozlyn,"@laratron alas, I have no Pimms"
Tue Apr 07 00:58:27 PDT 2009,bopeepsheep,"I don't think I like the Saw ride at Thorpe Park. The tv ad makes me feel sick, so goodness knows what the ride would do."
Tue Apr 07 00:58:35 PDT 2009,shmulyh,just joined twitter and doesnt know anyone yet...
Tue Apr 07 00:58:49 PDT 2009,dennisvdbogert,"pfff, rearanging database"
Tue Apr 07 00:58:58 PDT 2009,meLanieee1994,is wishing he loved me
Tue Apr 07 00:58:58 PDT 2009,HeidiRochelle,@heidimontag The Hills episodes were so sad   PS. LOVE your name
Tue Apr 07 00:59:00 PDT 2009,dangerousdanone,Watching DJ Emir battle his computer for supreme ruler of the studio.  I think the computer is winning
Tue Apr 07 00:59:03 PDT 2009,karbotweets,&quot;Flight of the Conchords&quot; suddenly disappeared from Spotify
Tue Apr 07 00:59:02 PDT 2009,ntoll,Kids up at the crack of dawn... I'm still full of cold. Bleh  Starting work... #stuckrecord
Tue Apr 07 00:59:06 PDT 2009,xxLizzy,Naar Haddow. Racket mee! Wahey
Tue Apr 07 00:59:11 PDT 2009,ididntvote4you,@breonna  why not saturday??
Tue Apr 07 00:59:14 PDT 2009,athinkingman,"For some reason I can't explain, I know St Peter won't call my name"
Tue Apr 07 00:59:15 PDT 2009,ehu,@marleyuk I think you spoke too soon - big black rain cloud charging towards town now
Tue Apr 07 00:59:17 PDT 2009,futurefirstlady,and i didnt end up seeing it  bumma...some ppl are being a pain
Tue Apr 07 01:00:09 PDT 2009,moonscraps,is with the flu...
Tue Apr 07 01:00:09 PDT 2009,punk_smooth,isnt there any way we could update twitter through our cellphones
Tue Apr 07 01:00:13 PDT 2009,LadyErlynne,"@vindiekins Aww, you're leaving me?  Just was hoping for input -- I have avatars in the RP thread on MTP. Torn on personality..."
Tue Apr 07 01:00:16 PDT 2009,piyushgupta,@krist0ph3r thats damn sad   hope things will be fine after gud lunch...
Tue Apr 07 01:00:17 PDT 2009,preehistoric,"@sinktoswim,  hopefully it will be!!"
Tue Apr 07 01:00:21 PDT 2009,crouchy,"just enabled ActiveSync on my Google Apps account, I can now sync my contacts and calendars over the net, but no mail as of yet"
Tue Apr 07 01:00:27 PDT 2009,meLanieee1994,in LOveeee &lt;3 and it hurts
Tue Apr 07 01:00:28 PDT 2009,Lewdogg13,I hate being away from her... I cant sleep alone anymore
Tue Apr 07 01:00:32 PDT 2009,stblank,Depressed. Our new app's Alpha 0.0.10 is now even more complex than our last app's version 9.5. I long for those  small dev teams days.
Tue Apr 07 01:00:35 PDT 2009,dmtran1028,Currently watching &quot;Roommates&quot;. I miss the NYC!!!
Tue Apr 07 01:00:39 PDT 2009,Kristy92K,needs a hug
Tue Apr 07 01:00:46 PDT 2009,captainianr,Back at the office -     still only 3 days until another long weekend...
Tue Apr 07 01:00:49 PDT 2009,cocoabeauti04,@MsTyraC lol yea I thought about tht ..sowey  but thnx I have some rod ones sitting around&quot; orange my fav color just didn't kno how 2 use
Tue Apr 07 01:01:03 PDT 2009,LeojaneZhu,Feeling blue...And almost everybody says that my jokes are bad.
Tue Apr 07 01:01:15 PDT 2009,truthslayer,"waiting, waiting, waiting for a phone call that may mean I can actually sleep at night......but then again"
Tue Apr 07 01:01:17 PDT 2009,ramanagal,hate being here
Tue Apr 07 01:01:19 PDT 2009,ChiQueenDiva,"@therealswizzz i guess graphic art didn't make the cut, huh?"
Tue Apr 07 01:01:24 PDT 2009,wendyblackheart,may hold off on hawk. Getting a job first might be a better idea... But i want it.
Tue Apr 07 01:01:32 PDT 2009,kixxa,"@jvmediadesign I have pic of bucket kitty!! but, I'll probably post it tomorrow now. means having to find cables and connections..."
Tue Apr 07 01:01:33 PDT 2009,kmmcat123,"http://twitpic.com/2y65i - Snow, the guy I'm seeing car at work...lmao...he gonna kill me"
Tue Apr 07 01:01:42 PDT 2009,shinsh0ku,"@BonnieBix controlling own life not possible uni after graduation, when i start masters.  boohoo"
Tue Apr 07 01:01:46 PDT 2009,yshiee,having a major head ache!!!!  this sucks men! arrrrrrrg!
Tue Apr 07 01:01:52 PDT 2009,Muric2024,@mileycyrus http://twitpic.com/2xszg - Napping? At this point you may need a few of those. GMA is gonna come early.
Tue Apr 07 01:01:54 PDT 2009,rachael_ann,yes it is  and i got ripped off do not shop at WOW. !!!
Tue Apr 07 01:02:19 PDT 2009,ianjeffray,"Slept badly.  Still feel like hell, but maybe not as bad as yesterday.  Why am I /always/ ill when I take time off work?"
Tue Apr 07 01:02:20 PDT 2009,Geir_Age_Sorum,"At work, and a little sick"
Tue Apr 07 01:02:25 PDT 2009,xcupcakekidx,"its already 1 in the a.m. I need to sleep, especially since I have to be at school for 12 hours"
Tue Apr 07 01:02:25 PDT 2009,viabriones,Beeeaaach.
Tue Apr 07 01:02:26 PDT 2009,funkybaby76,What a bad day! Need comfort drink - sipping on a mocha frap here at Starbucks with Tricia. So tired
Tue Apr 07 01:02:29 PDT 2009,lananana,"What a day! So busy, my head hurts from thinking too much! Annnd tomorrow will be the same. Woe is me"
Tue Apr 07 01:02:31 PDT 2009,oliverwebb87,Has just realised he works with a bunch of racists.
Tue Apr 07 01:02:36 PDT 2009,projectVISUAL,"@gerrycoe Hi Gerry, I'm in Dublin most of the time; college"
Tue Apr 07 01:02:37 PDT 2009,quirkytraveller,Tweet4Today: &quot;Have a limbo party while you are still supple enough to get under that bar&quot; .... Still???
Tue Apr 07 01:02:43 PDT 2009,nrotschafer,@yayfuckbuddies what? I would!  And me horny too
Tue Apr 07 01:02:44 PDT 2009,eicmc,im hungryyyy   need more sushi
Tue Apr 07 01:02:47 PDT 2009,hiway,I really wish I had not bought the camera-less E62 that day when my 6680 went dead. I miss photographing little things. dSLR is too bulky
Tue Apr 07 01:02:45 PDT 2009,Ice_Ziggee,@arhh_ I think I�ll end up going alone  But I will see it at some point...
Tue Apr 07 01:02:46 PDT 2009,dzuelke,"@skoop but those cause RSI too  RSI guides always tell to use two hands for shortcuts... Ah well, I wish you luck. Keep me posted please."
Tue Apr 07 01:02:47 PDT 2009,marco_cali,@marcfennell I should be in that photo
Tue Apr 07 01:02:54 PDT 2009,msflora,"@alenakristina Oooooh I love it!! Sorry I can't help  if you can't find it, I probably wont be able to find it because, well, you know..."
Tue Apr 07 01:02:57 PDT 2009,amiiiee,"sucked in heather, sewage bath xP and poor owen in the bear  (total drama island)"
Tue Apr 07 01:02:57 PDT 2009,DeborahEBurrow,Borning - thats me with a cold virus - all bunged up and eyes all squinty...bah
Tue Apr 07 01:03:03 PDT 2009,bethasaurr,The one day i really need to go into school and i'm not well
Tue Apr 07 01:03:07 PDT 2009,craig_sparkes,is no longer on google
Tue Apr 07 01:03:06 PDT 2009,Ameliesfish,@BritSystem She stopped eating and is just sleeping all day.  Im worried about my precious little bean.
Tue Apr 07 01:03:11 PDT 2009,Elle_Smile,finished making chocolates and feet really hurt...
Tue Apr 07 01:03:11 PDT 2009,xoxo90,Gawd! My laptop is fucked up now! System Error?! Just using my Lil brother's laptop.
Tue Apr 07 01:03:14 PDT 2009,CherylColeUK,Freshly Squeezed lied. They only showed the video in the end!
Tue Apr 07 01:03:15 PDT 2009,nuchtchas,"OK so I stayed up, but didn't watch heroes  Did admin stuff and WP stuff, learned some new WP stuff and finally happy with the layout"
Tue Apr 07 01:03:28 PDT 2009,Operlence,I loved Mari Trini�s songs when I was a child...
Tue Apr 07 01:03:42 PDT 2009,lesleyeccles,Devastated that the Spiegeltent won't be coming to Edinburgh Festival this year http://tinyurl.com/djh4pr
Tue Apr 07 01:03:40 PDT 2009,chrisgiovannix,I'm sorry. I've ruined everything between us. forgive me?
Tue Apr 07 01:03:44 PDT 2009,gazman193,I think I should not use twitter as I offend people unintentionally
Tue Apr 07 01:03:48 PDT 2009,catbook,Mitea is missing  http://apps.facebook.com/catbook/profile/view/6040269
Tue Apr 07 01:03:49 PDT 2009,phampton,"3 days leave then Easter, no work for a week,  Except for the long list of DIY jobs to do at home,"
Tue Apr 07 01:03:50 PDT 2009,henryb35,Heading to bed! Have to be at work in 6 hours
Tue Apr 07 01:03:51 PDT 2009,beautiifulstrug,Gnite twitter world..long day tomorrow. Night class till 10pm
Tue Apr 07 01:03:56 PDT 2009,laurenmcartney,"is going to priceline (city) tomorrow, but lost her 'must haves' list"
Tue Apr 07 01:04:00 PDT 2009,vannypack,i miss my kitty cats
Tue Apr 07 01:04:02 PDT 2009,purplebint,"is off to the dentist, then the midwife for blood tests..whoop de frikking do"
Tue Apr 07 01:04:02 PDT 2009,tashjones,Missing @vemsteroo  Unwell still so having phoned the office am going back to bed. It seems empty this morning. *sigh*
Tue Apr 07 01:04:04 PDT 2009,stefaniemaqz,@lizp02x oh man that sucks! I'm hoping to go to school HAPPY tomorrow or else it won't be good  ahhh
Tue Apr 07 01:04:06 PDT 2009,megannepearson,cant be bothered gwtting dressed  x
Tue Apr 07 01:04:04 PDT 2009,Soveperser,is tired of flowchart Kens
Tue Apr 07 01:04:05 PDT 2009,webmaster_paul,"@stompthewalrus Haha, well i have lived in texas the past 12 years, i think that explains itself. Lol. Si habla espaool."
Tue Apr 07 01:04:06 PDT 2009,RexySexy,Completely addicted to my iPhone. It's like a bad habit.
Tue Apr 07 01:04:07 PDT 2009,cjtaylor82,wanting some sunshine so we can lay in the pool
Tue Apr 07 01:04:08 PDT 2009,EVband,still up trying to finish a mix
Tue Apr 07 01:04:08 PDT 2009,eddiemunster8,fucken a man lol. tiring night at work. hope to get this job! for got bout the hills  dang nabbit lol..
Tue Apr 07 01:04:11 PDT 2009,AlmaLaCubana,This sickness is making it impossible for me 2 sleep!! That and how hot I am
Tue Apr 07 01:04:18 PDT 2009,madnotmad,@cyantist You're so lucky! I wish I did.
Tue Apr 07 01:04:21 PDT 2009,KWelkeBrom,@Twxtd4Jordan I wish I could. I HAVE to keep my door open for other people that may need me.
Tue Apr 07 01:04:21 PDT 2009,kaayler,"@saamx  thanks, you too&lt;3"
Tue Apr 07 01:04:25 PDT 2009,nicolalalalala,@abacab1975 still sore  comes put tomorrow though!
Tue Apr 07 01:04:30 PDT 2009,moriesbel,shutting off twitter
Tue Apr 07 01:04:31 PDT 2009,DaveBenham,Friendfeed beta doesn't appear to like my Twitter account  http://ff.im/-1Y0Zm
Tue Apr 07 01:04:37 PDT 2009,viswajith,Hmm.. The work is not easy. Wasted two hours for a silly mistake. Now one system is too slow
Tue Apr 07 01:04:40 PDT 2009,MonaColonia,"@mileycyrus where did you find that quote... no, don�t answer, better sleep! xoxo from Germany (where it�s already morning  )"
Tue Apr 07 01:05:01 PDT 2009,rumpledoodles,you know a Monday's really bad when it spills over to tuesday.
Tue Apr 07 01:05:10 PDT 2009,GraceMShealy,can't sleep.  And wondering why my following keeps going down?    Guess I gotta try and be more interesting!  Haha.
Tue Apr 07 01:05:14 PDT 2009,theuptownlife,boycotting work: on facebook's fashion war.
Tue Apr 07 01:05:15 PDT 2009,gan35h,"faces a mammoth task for the rest of the day, so many things to do, so little time"
Tue Apr 07 01:05:16 PDT 2009,supervelerey,is so 'jeles' argh.  sy pn mau jln sm kau jg. *sadddddddddddddish
Tue Apr 07 01:05:16 PDT 2009,carrielby,Annoying place. 4pm and half the hawker's closed. I want otah!
Tue Apr 07 01:05:28 PDT 2009,howlingmadhowie,"mm, twitter appears to have eaten some of my posts. naughty twitter"
Tue Apr 07 01:05:30 PDT 2009,PIP808,At University of Hawaii's Hamilton Library.  Doing HW  drinking orange soda
Tue Apr 07 01:05:30 PDT 2009,catbook,Masha is alone and sad  http://apps.facebook.com/catbook/profile/view/5408301
Tue Apr 07 01:05:34 PDT 2009,Warlach,"To the people who called out to me on the red carpet, I was blinded by the lights!"
Tue Apr 07 01:05:35 PDT 2009,omgwtfannie,@moony394 omg i can't believe this. i want to cry. freaking fb spoiled me!!! how could this happen??
Tue Apr 07 01:05:36 PDT 2009,radiantbaby,Watching @David_Tennant. Interesting set/filming updates. I wish I was in Cardiff.
Tue Apr 07 01:05:45 PDT 2009,CARMAriah,"Struggling regarding the fact that dance is 5 days away!!  On the other side, Vacation!!!!"
Tue Apr 07 01:05:46 PDT 2009,KAR_in_a,Ummm so I have to wait until 6am for the video
Tue Apr 07 01:05:56 PDT 2009,sakerinha,"ow ow ow, tummy ache, too much candy. i never learn"
Tue Apr 07 01:05:56 PDT 2009,cathrynscott,"Anyone else having trouble accessing their @ replies? When I click on the link on the right, nothing happens. I can't access them"
Tue Apr 07 01:06:00 PDT 2009,aleeshajulia,Feel yucky sick this morning
Tue Apr 07 01:06:09 PDT 2009,mckjerral,"@catdevnull nah, same one, rang up to see what progress was, someone else has offered but been rejected, they reckon 117-118+ to get it"
Tue Apr 07 01:06:20 PDT 2009,QQIANN,is feeling terribly sick right now!
Tue Apr 07 01:06:25 PDT 2009,jonaslovato,ugh! i wake up and ff goes to sleep  guess i should just do more revision
Tue Apr 07 01:06:35 PDT 2009,therebecca,"i wanna see twilight again. love it, but i don't have the dvd.  oh well... guess i surive."
Tue Apr 07 01:06:36 PDT 2009,Ragdollshelly,"r.i.p baby girl sandra cantu.....my prayers r with the cantu family, be strong!"
Tue Apr 07 01:06:39 PDT 2009,shootingstar145,i'd like to know why I never sleep.
Tue Apr 07 01:06:47 PDT 2009,edd8990,"@kremsersenf Away from Tubingen and the Germs, yes, away from friends, not so much"
Tue Apr 07 01:06:53 PDT 2009,cynicalscribble,"completing reports and meetings this morning.  Interviewing people this afternoon, busy bee today blurrgghh"
Tue Apr 07 01:07:07 PDT 2009,VikaM,?????? ? ?? ???? ???????? ???? ???? ??????????? ?????? ??? ????? - There was a problem with your picture
Tue Apr 07 01:07:08 PDT 2009,DCBTV,"@TXBrad I need Coffee, lol, I saw you tweet this on McInTEC Net lol  it comes up before Mibbit, Mibbit is so slow on Twitter, it sucks"
Tue Apr 07 01:07:08 PDT 2009,HudsonKent,Well everyone. after a super adventurous 2 days Luke has gone home  Let us all morn the loss of a hero. Im off to continue playing Sims 2.
Tue Apr 07 01:07:25 PDT 2009,CazCore,i really want a puppy
Tue Apr 07 01:07:39 PDT 2009,zompzwin,"&quot;Blip.fm is undergoing maintenance.&quot; sorry, no music tweets for now. I'm shaking already"
Tue Apr 07 01:07:44 PDT 2009,DCBTV,"@jonnyisgeek I cant watch, it sucks"
Tue Apr 07 01:07:48 PDT 2009,CaptiveCulture,"@amsterdamant unfortunately, I didn't dream about shoes"
Tue Apr 07 01:07:53 PDT 2009,isdown,No TravoRadio this morning. BlipFM is down.  http://bit.ly/ch6Xr
Tue Apr 07 01:08:05 PDT 2009,beforeyoufall,@ohonefourthree this is me word for word. my stomach is all fucked up. sucks
Tue Apr 07 01:08:08 PDT 2009,marcslove,hey @DJTracyYoung why aren't you playing at GayDays this year?  every year i know Tracy's night will be the best night.
Tue Apr 07 01:08:08 PDT 2009,even_in_death,money isnt suppose to depress you
Tue Apr 07 01:08:13 PDT 2009,Taylerose,@x0mrsjoejonas im okay.. Im just really really missing my best friend
